"extId","generalSophistication","WMC3","WMC6","MDT.ability","MDT.ability_sem","BAT.ability","BAT.ability_sem","Age","BioSex","Education","Education_Year","Ethnicity","Musicianship","processing","LAQ_music"
"OM2797",107,0.875,0.4375,0.175923865,0.486493525,1.075973872,0.578469857,18,"Male","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",13,"White",1,0.875,6
"OR0339",56,0.4166666665,0.2291666665,-0.849108838,0.639535321,-1.151741922,0.943713694,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",13,"White",2,1,1
"OR0919",54,1,0.9791666665,-1.501600045,0.725974746,-2.973326717,1.829345688,21,"Male","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.986111111111111,1
"OR2427",28,0.9583333335,0.7708333335,-0.515134612,0.51396054,0.300274191,0.583735195,24,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",19,"White",2,0.986111111111111,1
"OT0758",56,1,0.8333333335,-0.664612372,0.522159634,-2.52697555,1.214325655,23,"Male","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",16,"White",2,0.958333333333333,1
"QI2574",87,1,0.9375,-0.355399759,0.497928978,-0.831646213,0.651659853,22,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",16,"Asian / Asian British",2,0.986111111111111,1
"RA1335",85,1,0.7916666665,1.459670005,0.497742555,0.771474407,0.596315481,25,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",19,"Asian / Asian British",2,0.972222222222222,2
"RA1607",77,1,1,1.568690531,0.498776611,0.650444752,0.580503524,29,"Female","Doctorate (e.g., PhD, DPhil); Level 8 award, certificate, or diploma",12,"White",2,1,1
"RA1724",56,1,0.6875,-1.723154167,0.616282826,0.10253074,0.585499512,19,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.902777777777778,1
"RA2037",87,1,0.8541666665,1.650175231,0.501584103,1.837855657,0.610773917,29,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",20,"Asian / Asian British",2,0.986111111111111,3
"RA2307",105,1,0.9583333335,1.379273626,0.491922189,0.545812977,0.577246169,31,"Female","Doctorate (e.g., PhD, DPhil); Level 8 award, certificate, or diploma",24,"Mixed / Multiple Ethnic Groups",1,1,4
"RA2435",56,0.9583333335,0.6041666665,-0.989644014,0.490619674,-0.561496457,0.653903688,33,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",19,"White",2,1,1
"RA2703",39,1,1,0.363575931,0.495648613,0.576272308,0.585859617,19,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",12,"Asian / Asian British",2,1,1
"RA3059",51,0.9583333335,0.7291666665,0.153478771,0.524228801,-1.048064588,0.726378413,28,"Female","Certificate of higher education (CertHE); Higher apprenticeship; Higher national certificate (HNC); Level 4 award, certificate, diploma, or NVQ",15,"White",2,0.986111111111111,1
"RI0316",74,1,0.8125,0.346092542,0.481691959,0.609520598,0.58886008,29,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",16,"Asian / Asian British",2,0.972222222222222,1
"RI0573",84,1,0.9166666665,-0.232886564,0.482090948,-0.954713802,0.726686667,26,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",18,"Asian / Asian British",2,0.986111111111111,1
"RI1138",43,0.9583333335,0.7083333335,-0.197912174,0.484332022,-0.37236522,0.61203298,31,"Male","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",15,"Asian / Asian British",2,1,1
"RI1406",54,0.666666667,0.3125,-0.285438576,0.483456299,0.688979646,0.582700481,34,"Male","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",16,"Asian / Asian British",2,0.888888888888889,1
"RI2080",84,1,0.9583333335,1.656537989,0.536848578,-0.466982365,0.610488302,31,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",18,"Asian / Asian British",2,1,2
"RI2490",98,1,0.9166666665,1.345537466,0.502724178,0.397485851,0.612462752,34,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",12,"Asian / Asian British",1,0.986111111111111,3
"RO2840",62,0.9583333335,0.3541666665,-0.12720581,0.529615548,0.530201563,0.575977166,34,"Male","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",18,"Asian / Asian British",2,1,1
"RU1941",62,0.9583333335,0.8958333335,0.124073362,0.530497139,-0.380634933,0.659339123,24,"Male","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",16,"Asian / Asian British",2,1,1
"RU3177",81,0.375,0.229166667,-0.310957442,0.570992564,-0.016905588,0.586732613,25,"Male","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",17,"Asian / Asian British",2,0.986111111111111,1
"SA0914",82,1,0.5416666665,0.814000136,0.522880515,0.784056479,0.588139054,30,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",19,"White",1,0.972222222222222,1
"SA2280",53,0.625,0.75,-0.063578641,0.482106862,0.119198147,0.587690073,22,"Female","Diploma of higher education (DipHE); Foundation degree; Level 5 award, certificate, diploma, or NVQ",18,"Asian / Asian British",2,1,3
"SA2885",50,0.875,0.9375,0.015555841,0.491093705,0.982346635,0.582295507,24,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",18,"Black / African / Caribbean / Black British",2,1,1
"SH1024",53,0.9583333335,0.8958333335,0.109737881,0.492478075,-1.7148281,0.819959837,24,"Male","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",16,"Asian / Asian British",2,1,1
"SH1504",37,1,0.8541666665,-0.830091036,0.519331471,0.551703968,0.584179963,22,"Male","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",17,"Other",2,1,1
"SH2796",53,1,0.5625,-0.814891061,0.528756097,-0.194069641,0.611973015,19,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"Asian / Asian British",2,0.986111111111111,1
"SI0547",96,0.9166666665,0.9166666665,-0.027538908,0.479017295,-0.417601574,0.58719909,24,"Male","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",18,"Black / African / Caribbean / Black British",1,0.986111111111111,1
"SZ0779",67,0.9583333335,0.7291666665,-0.396940249,0.515053675,-0.994109779,0.655269171,21,"Male","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",15,"White",1,0.972222222222222,1
"TA0364",48,1,0.833333333,-2.057756955,0.719169092,-1.372192711,0.876728755,18,"Male","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",12,"Other",2,0.902777777777778,1
"TA0451",56,0.2916666665,0.2083333335,0.234041103,0.489283977,-0.188137129,0.610543054,35,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",19,"Asian / Asian British",1,0.930555555555556,1
"TA0820",65,0.916666667,0.9375,-0.949717087,0.552299694,-0.063679672,0.59301937,18,"Female","Diploma of higher education (DipHE); Foundation degree; Level 5 award, certificate, diploma, or NVQ",12,"Asian / Asian British",2,1,1
"TA2304",42,1,0.8125,-0.850890884,0.513584736,0.644617056,0.589937334,23,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",17,"Asian / Asian British",2,0.986111111111111,1
"TH0246",41,0.9583333335,0.6875,-0.768101124,0.574022845,-1.849695919,1.177476113,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.958333333333333,1
"TH0335",73,0.875,1,-0.223074586,0.513185511,0.28069613,0.612269684,19,"Male","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",15,"Asian / Asian British",2,0.972222222222222,2
"TH0871",47,1,1,0.261344643,0.495267002,-0.274575356,0.612798945,21,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",10,"Black / African / Caribbean / Black British",2,1,1
"TH1090",85,1,1,1.076172249,0.502855138,0.600290682,0.584606702,26,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",22,"Black / African / Caribbean / Black British",2,1,1
"TH2817",35,1,0.8125,0.369689228,0.484647429,-2.799640998,0.921922576,22,"Male","Other (please specificy)",17,"Asian / Asian British",2,0.986111111111111,1
"TY3111",85,1,0.9791666665,0.741172096,0.502494759,-0.716204359,0.667536298,31,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",19,"Asian / Asian British",2,0.986111111111111,1
"UA1744",96,0.9583333335,0.8125,-0.525180876,0.478036678,-0.807385264,0.740531392,20,"Male","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",16,"White",1,0.930555555555556,4
"UB1675",59,1,1,0.216043019,0.491101823,0.577163765,0.58103908,19,"Male","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"Black / African / Caribbean / Black British",2,0.972222222222222,1
"UH1865",55,0.9583333335,0.9375,-0.042646724,0.477729041,0.113199584,0.60948482,24,"Male","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",12,"Other",2,0.958333333333333,2
"UL2052",59,1,0.9166666665,-0.044631755,0.478478671,0.594868178,0.586256172,22,"Male","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",17,"White",2,0.972222222222222,1
"UN1577",81,1,0.7708333335,-0.087643059,0.51665337,-1.463500855,0.841675857,19,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"Asian / Asian British",2,1,1
"UN2428",64,1,0.9583333335,0.856195314,0.510799777,-0.928327066,0.757679055,25,"Male","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",18,"Asian / Asian British",2,0.930555555555556,1
"UR1876",54,1,0.645833333,0.074547969,0.491267557,0.182917944,0.586060765,31,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",19,"Asian / Asian British",2,0.972222222222222,1
"UR2297",83,1,0.6875,0.202295013,0.496800053,-1.470988419,0.840535081,26,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",16,"Other",2,0.972222222222222,1
"US0117",63,0.9583333335,0.8958333335,-0.234039382,0.512628616,-0.16230062,0.609967819,31,"Male","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",20,"Asian / Asian British",2,0.986111111111111,1
"UT3036",70,0.875,0.9166666665,-1.5514541,0.546550311,0.328701628,0.5918744,31,"Male","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",21,"Mixed / Multiple Ethnic Groups",2,0.888888888888889,6
"YA1185",65,1,0.75,-0.982050375,0.558776653,-1.052259954,0.93098883,31,"Male","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",16,"Asian / Asian British",2,0.916666666666667,1
"YA1310",66,1,0.9375,-0.077607766,0.528318724,0.790511167,0.583504844,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,1,3
"YA1703",80,0.4166666665,0.333333333,0.475659212,0.48163397,0.362586669,0.586740065,19,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",3,"Asian / Asian British",2,0.986111111111111,3
"YA1806",76,1,0.9375,0.33899283,0.482627055,1.071172089,0.594065286,26,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",19,"Asian / Asian British",2,1,1
"YA2120",79,0.708333333,0.1458333335,-0.993818339,0.56409154,-2.444914724,1.369827559,24,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",12,"Asian / Asian British",2,0.972222222222222,1
"YA2340",84,1,0.8333333335,0.897367379,0.504399442,-2.493829816,1.233181605,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",1,0.930555555555556,3
"YA2363",76,0.9583333335,0.9166666665,1.945838609,0.537132609,0.018097043,0.61339447,28,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",17,"Asian / Asian British",2,0.972222222222222,2
"YI0692",85,0.9166666665,0.875,-1.553966103,0.551154407,-0.619428593,0.609102911,20,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",17,"Asian / Asian British",2,0.986111111111111,2
"YI2480",45,1,0.9583333335,0.834831817,0.488816534,0.22636521,0.592816299,29,"Male","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",17,"Asian / Asian British",2,0.986111111111111,1
"YI2602",83,0.9583333335,0.895833333,0.20782713,0.479195841,-0.411915305,0.589884701,23,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",15,"Asian / Asian British",2,1,3
"YN1017",91,1,0.875,0.238730371,0.483203035,0.413289959,0.580822645,24,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",16,"Asian / Asian British",1,0.986111111111111,3
"YN2494",93,0.8333333335,0.6875,1.17062105,0.489544563,0.265346358,0.614111692,34,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",19,"White",2,0.944444444444444,3
"YS1669",93,0.9583333335,0.9791666665,-0.430335455,0.557907549,-0.392460705,0.609414502,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",13,"White",1,0.986111111111111,5
"YU0785",71,0.9583333335,0.9375,1.545171811,0.530158124,-2.415967216,1.634500143,25,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",16,"Asian / Asian British",2,0.986111111111111,1
"ZE1494",101,0.9166666665,1,0.536477349,0.480854666,-0.024423003,0.579781681,23,"Female","Diploma of higher education (DipHE); Foundation degree; Level 5 award, certificate, diploma, or NVQ",17,"Asian / Asian British",1,0.986111111111111,1
