"extId","generalSophistication","WMC3","WMC6","MDT.ability","MDT.ability_sem","BAT.ability","BAT.ability_sem","Age","BioSex","Education","Education_Year","Ethnicity","Musicianship","processing","LAQ_music"
"HY1498",78,0.9583333335,0.7291666665,-0.22150264,0.513710915,0.193713959,0.586035778,34,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",18,"Asian / Asian British",2,0.986111111111111,2
"IA0615",47,1,0.9583333335,-1.395955647,0.559935472,-0.494568699,0.614380465,20,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",15,"White",2,0.986111111111111,1
"IA0618",41,1,0.75,-1.118499332,0.552867743,0.468327151,0.621173202,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",13,"White",2,0.986111111111111,1
"IA0715",75,0.9583333335,0.791666667,-0.883861038,0.556624782,0.836825192,0.582787839,19,"Female","Certificate of higher education (CertHE); Higher apprenticeship; Higher national certificate (HNC); Level 4 award, certificate, diploma, or NVQ",11,"White",2,1,3
"IA1139",62,1,0.875,-1.24393294,0.64876987,0.039623014,0.590354678,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,1,1
"IA1160",75,0.9583333335,0.6041666665,-0.887826348,0.513186065,0.408212238,0.579801204,26,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",17,"White",1,0.986111111111111,1
"IA2245",85,1,0.875,0.783646239,0.481025196,-1.414619664,0.70135034,21,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",16,"Asian / Asian British",2,1,1
"IA2689",94,1,0.9791666665,2.013933409,0.516234524,-0.706165215,0.667052929,18,"Female","Prefer not to answer",12,"Asian / Asian British",2,0.986111111111111,1
"IA2916",82,1,0.791666667,-0.102288262,0.488939975,0.536732947,0.591498742,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",13,"White",2,0.958333333333333,1
"IE0242",81,0.4166666665,0.1875,1.363765032,0.503371559,0.526767936,0.580957572,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.916666666666667,1
"IE0313",41,0.9583333335,0.9583333335,0.845493612,0.488235054,1.467190538,0.595343086,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,1,1
"IE0817",51,0.7916666665,0.854166667,-0.948919827,0.560529094,0.949309156,0.585459606,19,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.986111111111111,1
"IE0902",82,1,0.8541666665,0.062710507,0.482796381,-1.997353104,1.002705427,19,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,1,2
"IE1002",96,0.9583333335,0.9583333335,-3.149505678,2.460240101,0.882713897,0.5789017,20,"Male","CSE (grade 1), GCSE grades 4-9, A*, A, B, C; Intermediate apprenticeship; Level 2 award, certificate, diploma, ESOL, essential skills, functional skills, or NVQ; Music grades 4-5; O level grade A, B, C",12,"Mixed / Multiple Ethnic Groups",1,1,4
"IE1066",38,1,0.833333333,0.398131907,0.530830534,0.141781469,0.587394999,21,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,1,1
"IE1199",60,0.5416666665,0.3541666665,0.134409193,0.480861469,0.882104734,0.579082963,18,"Male","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",13,"White",2,0.916666666666667,2
"IE1220",32,0.7916666665,0.875,-0.897287572,0.514942314,-0.536769592,0.7553299,19,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.958333333333333,1
"IE1425",64,0.375,0.2083333335,0.05845776,0.488941869,0.421717346,0.615135487,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",15,"Asian / Asian British",2,0.986111111111111,1
"IE1555",41,0.9583333335,0.5625,-1.433768549,0.604714974,-0.254781023,0.58942776,20,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",15,"White",2,0.916666666666667,1
"IE1589",84,1,0.8541666665,-0.176184482,0.523247353,-1.317698813,0.882558261,19,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",13,"White",1,0.972222222222222,1
"IE2304",94,1,0.7916666665,0.024559595,0.482492434,-0.039506561,0.788842253,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",1,0.986111111111111,4
"IE2827",80,0.9583333335,1,-0.093083222,0.48762339,1.405226618,0.613202951,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.986111111111111,4
"IE2895",64,0.9583333335,0.7083333335,0.458297853,0.497054853,-0.019349617,0.580010389,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.972222222222222,1
"IE3106",54,1,0.9166666665,-0.828023353,0.679633944,-0.366603546,0.679796053,19,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,1,1
"IF1417",75,0.9583333335,0.8958333335,-0.188982187,0.490554082,-1.226424945,0.640972231,27,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",19,"White",2,0.986111111111111,1
"IL0314",75,1,0.7708333335,-0.071394615,0.52039994,0.023484083,0.588423053,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.986111111111111,1
"IL2555",57,1,0.6875,-0.74102591,0.487612899,-1.359696202,0.712203614,19,"Male","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",13,"Asian / Asian British",2,0.986111111111111,1
"IM1173",78,1,0.9791666665,-1.903143081,0.696950659,-1.448768014,0.846924539,29,"Male","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",20,"White",2,0.986111111111111,2
"IN2473",64,1,0.791666667,-0.491502657,0.49116427,1.786807039,0.633159219,18,"Male","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.944444444444444,2
"IN2705",62,0.9166666665,0.75,-0.453968441,0.516022932,0.945703842,0.577918151,19,"Male","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",15,"Asian / Asian British",2,1,1
"IN2774",68,1,1,1.426902724,0.54330282,0.354585019,0.683199378,28,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",19,"Asian / Asian British",2,0.986111111111111,2
"IR1090",56,1,0.7916666665,-2.185476929,0.81592429,-0.021710247,0.61289435,19,"Male","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",15,"Asian / Asian British",2,0.930555555555556,1
"IS0276",49,0.625,0.3125,0.266521486,0.480048543,1.530856181,0.587707047,18,"Male","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",13,"White",2,0.902777777777778,1
"IS2838",56,1,0.8125,-0.672371866,0.562824605,-0.274143455,0.664873104,19,"Male","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.930555555555556,1
"IU1413",77,1,1,1.982845101,0.514820598,-0.991631182,0.746078458,29,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",18,"Asian / Asian British",1,0.986111111111111,3
"IZ0746",65,0.4166666665,0.208333333,0.79577774,0.502588024,-1.386500007,0.841985296,34,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",24,"White",2,0.958333333333333,1
"IZ2252",81,0.916666667,0.875,0.642484594,0.481361468,0.269210255,0.588036552,31,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",24,"Other",2,0.916666666666667,1
"JA2010",50,0.9166666665,0.916666667,-0.598831448,0.569647862,-0.07157608,0.613277053,22,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",18,"Asian / Asian British",2,0.986111111111111,1
"JA2226",54,0.333333333,0.3541666665,0.632853745,0.503363371,0.641044724,0.576924708,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,1,1
"KA0797",66,1,0.8958333335,-0.266352204,0.521067626,-1.126064453,0.726681818,34,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",17,"Asian / Asian British",2,0.916666666666667,1
"KA1365",68,1,0.9166666665,-1.448075237,0.550489422,-0.731332198,0.744240535,30,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",15,"Other",2,1,1
"KA1447",60,1,0.6666666665,-0.675614452,0.476862235,-2.503389146,1.38008311,28,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",17,"Asian / Asian British",2,0.972222222222222,1
"KA1880",53,1,0.9375,-0.416532318,0.525953891,-0.074941199,0.660016507,25,"Male","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",16,"Other",2,1,1
"KE1191",59,1,1,1.303147401,0.506660038,0.553731392,0.612965072,20,"Male","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",18,"White",1,1,3
"KE2465",62,1,1,0.046539634,0.491178012,1.713816909,0.593143469,24,"Male","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",20,"White",2,0.972222222222222,1
"KE2580",41,0.9166666665,0.9791666665,-0.070692673,0.487830436,-0.708808994,0.606239249,27,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",20,"Asian / Asian British",2,0.916666666666667,1
"LA0766",61,1,0.770833333,-0.777931743,0.476816065,-0.282197446,0.679916101,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",13,"White",2,0.972222222222222,1
"LA1201",57,0.375,0.3125,-1.385799397,0.598868712,1.395612223,0.605733473,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.972222222222222,1
"LA1351",40,0.9583333335,0.5416666665,-0.022737906,0.582379128,-2.554656229,1.188674103,19,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",13,"Black / African / Caribbean / Black British",2,0.958333333333333,1
"LA1360",46,1,0.6041666665,-0.813070695,0.562310717,-0.008557425,0.590527701,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.819444444444444,1
"LA1521",71,1,0.8541666665,0.001290072,0.489427033,0.482668742,0.618336581,22,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",15,"Asian / Asian British",2,0.944444444444444,6
"LA2498",45,0.875,0.75,0.237814859,0.494428702,-0.347280362,0.61637427,19,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.986111111111111,1
"LA2597",86,0.9583333335,0.9583333335,0.996353548,0.494380588,-0.014010638,0.585875809,27,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",18,"White",2,1,1
"LA2639",58,1,0.8125,0.279835876,0.482869561,-0.152344652,0.586674638,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.958333333333333,1
"LI0528",73,1,0.7083333335,-0.120593482,0.479970867,-4,2.185570379,25,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",1,"Asian / Asian British",2,0.888888888888889,1
"LY0671",89,1,0.645833333,0.122711583,0.490910298,0.370584888,0.575724028,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.902777777777778,1
"LY2007",55,1,0.9583333335,-0.813392486,0.480167503,0.318293623,0.586161367,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,1,1
"LY2811",97,0.9583333335,0.6666666665,-0.567505499,0.49072824,-0.465725023,0.613158051,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",13,"White",1,1,3
"MA0417",67,0.916666667,0.9791666665,-3.367778997,2.43710122,0.095413334,0.589741311,19,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.972222222222222,1
"MA0692",35,1,0.7916666665,-0.063352941,0.515963882,0.511714154,0.58908166,30,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",26,"White",2,0.972222222222222,1
"MA1034",59,0.8333333335,0.875,-0.651084304,0.515829872,-0.614286732,0.773604834,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.902777777777778,1
"MA2107",57,0.708333333,0.7916666665,-1.31436859,0.613356791,-0.077673767,0.588750637,35,"Male","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",18,"Asian / Asian British",2,0.986111111111111,1
"MA2300",81,1,0.9583333335,1.210242168,0.497328473,1.021975129,0.582780594,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",13,"Black / African / Caribbean / Black British",2,1,1
"ME2455",67,0.8333333335,0.8541666665,-0.29112159,0.515349524,-1.222531503,0.729612771,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"Asian / Asian British",2,0.958333333333333,2
"MI1958",98,0.791666667,0.4375,1.076637505,0.499239906,-0.434240759,0.770770306,20,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",16,"Black / African / Caribbean / Black British",1,0.888888888888889,1
"MY3136",65,1,0.770833333,1.065942029,0.496711858,0.260608564,0.613513533,20,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.986111111111111,1
"NA0345",67,1,1,-1.371613771,0.604362293,0.199340481,0.624541254,24,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",11,"White",2,1,5
"NA0742",54,0.875,0.9166666665,-0.191172984,0.491761192,0.0243654,0.609985938,32,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",19,"White",2,1,1
"NA0890",72,1,0.875,-0.914289723,0.533539819,0.458487659,0.575152713,19,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.944444444444444,2
"NA1268",62,0.833333333,0.375,-0.425877778,0.488918297,-0.241002273,0.612978386,29,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",22,"White",2,0.958333333333333,5
"NA1579",87,0.375,0.208333333,-1.051249274,0.543640925,-0.402181438,0.65825836,35,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",20,"Other",2,0.986111111111111,1
"NA1874",58,1,0.875,-1.104680702,0.626687371,0.473703468,0.589182314,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",13,"White",2,0.986111111111111,1
"NA2314",73,0.9166666665,0.9583333335,0.59551248,0.482885171,0.032151531,0.609764945,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",13,"White",2,0.944444444444444,2
"NA2786",76,0.9166666665,0.75,-0.938407863,0.5112476,0.574311411,0.573855909,19,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",15,"Asian / Asian British",2,0.972222222222222,1
"NE0118",64,0.9583333335,0.770833333,0.511306832,0.483895313,0.860915735,0.591163826,19,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",15,"White",2,0.958333333333333,1
"NE0792",59,1,1,-0.107525902,0.481896307,-4,2.108094166,25,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",18,"Asian / Asian British",2,0.972222222222222,1
"NE3022",51,0.9166666665,1,-0.247040325,0.489174167,0.220738792,0.578079161,19,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.986111111111111,1
"NG1142",70,0.8333333335,1,0.788393427,0.501130983,-0.824194514,0.651424883,23,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",16,"Asian / Asian British",2,0.972222222222222,1
"NG1428",60,1,0.9791666665,-0.736598628,0.486885625,-0.97260223,0.743914599,31,"Male","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",19,"Asian / Asian British",2,0.972222222222222,1
"NG1897",84,0.875,0.6458333335,1.78527585,0.509666362,1.841045788,0.599233555,31,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",18,"Other",2,0.972222222222222,1
"NG2907",76,1,0.9375,0.982498534,0.523942573,0.254772294,0.58363617,19,"Female","Diploma of higher education (DipHE); Foundation degree; Level 5 award, certificate, diploma, or NVQ",15,"Asian / Asian British",1,0.944444444444444,3
"NI0288",92,1,0.7708333335,0.072599457,0.482853326,1.890859849,0.61838538,28,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",20,"Other",1,0.986111111111111,4
"NI0447",39,0.875,0.854166667,-1.900489131,1.008839036,0.384350611,0.581130731,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",7,"White",2,0.972222222222222,1
"NI1880",56,1,0.875,1.046972558,0.493373293,-0.629618448,0.621284921,24,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",18,"Other",2,1,1
"NI2038",42,0.9583333335,1,-3.586816011,3.104780785,-0.90803491,0.736694449,18,"Female","Certificate of higher education (CertHE); Higher apprenticeship; Higher national certificate (HNC); Level 4 award, certificate, diploma, or NVQ",14,"Asian / Asian British",2,0.986111111111111,1
"NI2511",51,0.75,0.7291666665,-0.869174914,0.551841247,-1.044870534,0.762464708,25,"Male","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",17,"Asian / Asian British",2,0.958333333333333,1
"NI2709",71,0.9583333335,0.7083333335,0.18505432,0.483164658,-0.880664954,0.649223309,27,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",16,"Asian / Asian British",2,0.986111111111111,1
"NI2961",38,0.5833333335,0.2916666665,-1.809582389,0.79000133,-0.7854118,0.985253779,23,"Female","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",16,"Asian / Asian British",2,0.902777777777778,1
"NO2986",67,0.75,0.8958333335,0.242100766,0.533921076,-0.767186712,0.611707555,30,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",16,"Asian / Asian British",2,0.916666666666667,1
"NU3009",52,1,0.6875,-0.806910604,0.57102399,-1.560666416,0.820330388,18,"Female","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",14,"White",2,0.986111111111111,1
"NY1117",78,0.875,0.4166666665,0.405470027,0.481915968,-0.834729632,0.605481482,33,"Female","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",17,"Black / African / Caribbean / Black British",2,0.958333333333333,1
